dataset	model	crossvalidation	n_cells	f1_macro_median	f1_weighted_median	runtime_seconds
dataset_name-Levine_seed-42	cygate	num-1	72463	0.9690998051022246	0.9846921090661204	NA
dataset_name-Levine_seed-42	cygate	num-2	31721	0.9678211676837928	0.9873540687658027	NA
dataset_name-Levine_seed-42	dgcytof	num-1	72463	0.9451981855947764	0.9893687200182252	NA
dataset_name-Levine_seed-42	dgcytof	num-2	31721	0.9727680809340173	0.9958208464890218	NA
dataset_name-Levine_seed-42	gatemeclass[E]	num-1	72463	0.8061322144712779	0.9599130484335585	NA
dataset_name-Levine_seed-42	gatemeclass[E]	num-2	31721	0.8183119327968715	0.9458513449589516	NA
dataset_name-Levine_seed-42	gatemeclass[V]	num-1	72463	0.8410264441752549	0.9696917918976753	NA
dataset_name-Levine_seed-42	gatemeclass[V]	num-2	31721	0.8083133756652866	0.9423488430862522	NA
dataset_name-Levine_seed-42	knn	num-1	72463	0.8914856649043355	0.9796172611840754	NA
dataset_name-Levine_seed-42	knn	num-2	31721	0.9214880756962076	0.98353188885483	NA
dataset_name-Levine_seed-42	lda	num-1	72463	0.8909772194267898	0.9756973663369218	NA
dataset_name-Levine_seed-42	lda	num-2	31721	0.9219714543898582	0.9815383839372137	NA
dataset_name-Levine_seed-42	random	num-1	72463	0.046463475388402516	0.09052606552881931	NA
dataset_name-Levine_seed-42	random	num-2	31721	0.048665957066751774	0.08937468489606291	NA
dataset_name-Samusik_seed-42	cyanno	num-1	462641	0.9665906836873926	0.9945414089311885	NA
dataset_name-Samusik_seed-42	cyanno	num-2	463260	0.9721831397662244	0.995779143407712	NA
dataset_name-Samusik_seed-42	cyanno	num-3	459538	0.971435847211215	0.995580291753609	NA
dataset_name-Samusik_seed-42	cyanno	num-4	461932	0.9702154841029416	0.9954929813705437	NA
dataset_name-Samusik_seed-42	cyanno	num-5	468547	0.9729133568948566	0.9957256767606867	NA
dataset_name-Samusik_seed-42	cygate	num-1	462641	0.9312037130678221	0.9833067449922555	NA
dataset_name-Samusik_seed-42	cygate	num-2	463260	0.9303053114922802	0.9759429731820426	NA
dataset_name-Samusik_seed-42	cygate	num-3	459538	0.9490371395796192	0.9841630989222987	NA
dataset_name-Samusik_seed-42	cygate	num-4	461932	0.9243209339989106	0.9783842926533346	NA
dataset_name-Samusik_seed-42	cygate	num-5	468547	0.9579300377569124	0.985062736167372	NA
dataset_name-Samusik_seed-42	dgcytof	num-1	462641	0.9260491490147288	0.994602722659589	NA
dataset_name-Samusik_seed-42	dgcytof	num-2	463260	0.9237490777712054	0.9956867791454477	NA
dataset_name-Samusik_seed-42	dgcytof	num-3	459538	0.9638748376080849	0.9943072772800958	NA
dataset_name-Samusik_seed-42	dgcytof	num-4	461932	0.9497997771061245	0.9955908306376955	NA
dataset_name-Samusik_seed-42	dgcytof	num-5	468547	0.9276460943494492	0.9950944689617016	NA
dataset_name-Samusik_seed-42	gatemeclass[E]	num-1	462641	0.7672500181186369	0.9216481636071613	NA
dataset_name-Samusik_seed-42	gatemeclass[E]	num-2	463260	0.7982485315339373	0.9215294921217703	NA
dataset_name-Samusik_seed-42	gatemeclass[E]	num-3	459538	0.7919612929324746	0.9199341574560149	NA
dataset_name-Samusik_seed-42	gatemeclass[E]	num-4	461932	0.8008416299846598	0.9217363081045604	NA
dataset_name-Samusik_seed-42	gatemeclass[E]	num-5	468547	0.7833939775837963	0.9159540206081161	NA
dataset_name-Samusik_seed-42	gatemeclass[V]	num-1	462641	0.7897122444768591	0.9285492244013603	NA
dataset_name-Samusik_seed-42	gatemeclass[V]	num-2	463260	0.7688187103874987	0.9310774744544824	NA
dataset_name-Samusik_seed-42	gatemeclass[V]	num-3	459538	0.7568743903477975	0.9314502072702987	NA
dataset_name-Samusik_seed-42	gatemeclass[V]	num-4	461932	0.7761920098218468	0.9339109682333533	NA
dataset_name-Samusik_seed-42	gatemeclass[V]	num-5	468547	0.7242523146772116	0.9314691713971998	NA
dataset_name-Samusik_seed-42	knn	num-1	462641	0.8943316311073207	0.972366522057835	NA
dataset_name-Samusik_seed-42	knn	num-2	463260	0.8904852884646578	0.9740967436739835	NA
dataset_name-Samusik_seed-42	knn	num-3	459538	0.8782169847275036	0.9717448892469662	NA
dataset_name-Samusik_seed-42	knn	num-4	461932	0.9017834611003842	0.9734908260396766	NA
dataset_name-Samusik_seed-42	knn	num-5	468547	0.8815842379065603	0.9744253091383269	NA
dataset_name-Samusik_seed-42	lda	num-1	462641	0.8665915271685384	0.9668689669872335	NA
dataset_name-Samusik_seed-42	lda	num-2	463260	0.8627626845705741	0.9696249166755643	NA
dataset_name-Samusik_seed-42	lda	num-3	459538	0.8582823765749495	0.9655528075489167	NA
dataset_name-Samusik_seed-42	lda	num-4	461932	0.8664713423826612	0.9702161771474224	NA
dataset_name-Samusik_seed-42	lda	num-5	468547	0.8994947080972863	0.9708651225906489	NA
dataset_name-Samusik_seed-42	random	num-1	462641	0.024960284764916157	0.05633198183348459	NA
dataset_name-Samusik_seed-42	random	num-2	463260	0.025003807543325787	0.05674839756008199	NA
dataset_name-Samusik_seed-42	random	num-3	459538	0.02478972897882381	0.05533185503202931	NA
dataset_name-Samusik_seed-42	random	num-4	461932	0.025231227382123897	0.05635734063723613	NA
dataset_name-Samusik_seed-42	random	num-5	468547	0.024576664002928322	0.055683337799197076	NA
