s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	module	path	params
23.93	993.8	1553.9	821.34	855.24	466.05	0.09	71.75	18.17	knn	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/analysis/knn/default/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""};"
6.17	379.11	781.65	242.35	259.48	0.53	0.01	67.77	5.41	flow_metrics	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/analysis/knn/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
33.97	736.5	19320.23	621.18	644.58	13.82	929.26	31.94	12.9	lda	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/analysis/lda/default/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""};"
5.88	428.04	796.12	258.84	279.98	0.5	0.12	68.33	4.86	flow_metrics	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/analysis/lda/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
48.93	313.94	18812.53	189.96	201.56	453.98	75.05	16.64	9.66	random	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/analysis/random/default/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""};"
5.98	397.19	797.55	260.19	277.31	0.53	0.09	68.51	5.1	flow_metrics	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/analysis/random/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
4.94	184.93	408.3	110.34	116.12	0.0	523.86	69.99	4.0	data_stratify	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .3cfd963b74881b9b1c81b4e4a8fcce333a9461195e98d122e6c796123d7e9c79 {""drop-ungated-test"": ""false"", ""drop-ungated-training"": ""true""};"
33.39	812.48	2072.16	744.64	765.41	416.33	0.16	107.04	35.83	cyanno	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/cyanno/default/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""};"
5.39	392.34	792.7	255.44	272.46	0.41	0.07	77.6	4.66	flow_metrics	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/cyanno/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
66.3	1522.88	9341.31	1427.73	1438.68	52.5	2325.23	23.7	38.87	cygate	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/cygate/default/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""};"
5.05	412.29	781.93	242.61	263.87	0.45	0.01	73.72	4.36	flow_metrics	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/cygate/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
42.76	1062.19	3662.39	1002.24	1023.96	416.32	0.02	39.59	17.47	dgcytof	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/dgcytof/default/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""};"
4.99	376.03	780.52	239.38	261.07	0.39	0.07	60.83	4.48	flow_metrics	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/dgcytof/default/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
1904.31	2453.69	18810.68	2317.43	2331.8	481.13	832.2	96.27	1833.28	gatemeclass	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/gatemeclass/.403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; analysis gatemeclass .403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780 {""GMM_parameterization"": ""E"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""};"
5.28	371.14	781.7	234.3	251.43	0.4	0.07	69.39	4.8	flow_metrics	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/gatemeclass/.403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; analysis gatemeclass .403b8ea3088fca937abc4d8eb5fbf6be4032d3e90324321d6c3e85108482f780 {""GMM_parameterization"": ""E"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
1999.72	2581.33	18814.85	2444.28	2460.58	708.25	832.2	96.18	1925.04	gatemeclass	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/gatemeclass/.fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; analysis gatemeclass .fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341 {""GMM_parameterization"": ""V"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""};"
5.66	366.07	767.34	227.14	244.23	0.94	0.05	69.44	4.99	flow_metrics	out/data/data_import/.299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d/preprocessing/data_preprocessing/.2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88/stratify/data_stratify/.cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3/analysis/gatemeclass/.fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341/metrics/flow_metrics/.72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232/data_import_performance.txt	" data data_import .299bc3c4a6ef732a176a3df17eff9728861208108647000da6079a7fadd7d08d {""dataset-revision"": ""67990f383ac8f169c9a00148febba1ed357e18e8"", ""dataset_name"": ""FR-FCM-Z2KP-healthy"", ""name"": ""data_import.data_raw"", ""potential-batches"": ""1"", ""seed"": ""420"", ""sub-sampling"": ""50000"", ""transformation-cofactor"": ""150""}; preprocessing data_preprocessing .2552c0ea35229079d8f8ddea4738ca9cc735c4e862fe32956166384c3fcc6f88 {""max-workers"": ""8"", ""name"": ""data_import.data_preprocessing"", ""num"": ""4""}; stratify data_stratify .cf99b5bbf108239b5579ea572773bd79f2991aa4794838d0cb51fe27dd533bc3 {""drop-ungated-test"": ""true"", ""drop-ungated-training"": ""true""}; analysis gatemeclass .fc5c9200756e411c384046349c9244572ee0e54d0d52a2f1a5e4e8150b10e341 {""GMM_parameterization"": ""V"", ""excluded-datasets"": ""FR-FCM-Z3YR,FlowCyt,FR-FCM-Z2KP-covid,FR-FCM-Z238"", ""k"": ""20"", ""sampling"": ""0.1""}; metrics flow_metrics .72beba84ce0b45807ad6742268c337109feffbd7fc47d1b6f872e8fd919ab232 {""metric"": ""accuracy,precision,recall,balanced_accuracy,f1""};"
